,level,district_code,district_name,school_code,school_name,grade,num_total_rec,num_valid_scores,num_no_scores,participation_rate,mean_scale_score_19,std_scale_score_19,mean_scale_score_18,num_pme_19,percent_pme_19,num_ae_19,percent_ae_19,num_me_19,percent_me_19,num_ee_19,percent_ee_19,num_me_or_ee_19,percent_me_or_ee_19,num_me_or_ee_18,percent_me_or_ee_18,change_in_me_or_ee
512,DISTRICT,2570,SWINK 33,0000,All Schools,08,      26,      26,       0,100.0,634,97,574,       7,26.9,       9,34.6,0,0.0,0,0.0,      10,38.5,       5,19.2,19.3
513,DISTRICT,2570,SWINK 33,0000,All Schools,HS,      20,      20,       0,100.0,596,76,632,0,0.0,0,0.0,0,0.0,0,0.0,       3,15.0,      10,37.0,-22.0
514,DISTRICT,2580,OURAY R-1,0000,All Schools,All Grades,      42,      42,       0,100.0,630,93,653,       8,19.0,      15,35.7,0,0.0,0,0.0,      19,45.2,      19,51.4,-6.2
515,DISTRICT,2580,OURAY R-1,0000,All Schools,05,      16,      16,       0,100.0,642,94,0,0,0.0,0,0.0,0,0.0,0,0.0,      10,62.5,0,0.0,0.0
518,DISTRICT,2590,RIDGWAY R-2,0000,All Schools,All Grades,      83,      77,       6,92.8,654,105,641,       9,11.7,      26,33.8,      36,46.8,       6,7.8,      42,54.5,      35,52.2,2.3
519,DISTRICT,2590,RIDGWAY R-2,0000,All Schools,05,      23,      23,       0,100.0,649,61,678,0,0.0,0,0.0,0,0.0,0,0.0,      11,47.8,      18,72.0,-24.2
520,DISTRICT,2590,RIDGWAY R-2,0000,All Schools,08,      34,      30,       4,88.2,655,115,609,       5,16.7,       9,30.0,0,0.0,0,0.0,      16,53.3,       6,30.0,23.3
521,DISTRICT,2590,RIDGWAY R-2,0000,All Schools,HS,      26,      24,       2,92.3,658,126,628,0,0.0,0,0.0,      12,50.0,       3,12.5,      15,62.5,      11,50.0,12.5
522,DISTRICT,2600,PLATTE CANYON 1,0000,All Schools,All Grades,     187,     174,      13,93.0,638,106,634,      32,18.4,      63,36.2,      67,38.5,      12,6.9,      79,45.4,      88,44.7,0.7
523,DISTRICT,2600,PLATTE CANYON 1,0000,All Schools,05,      63,      59,       4,93.7,586,112,627,      19,32.2,      21,35.6,0,0.0,0,0.0,      19,32.2,      33,54.1,-21.9
524,DISTRICT,2600,PLATTE CANYON 1,0000,All Schools,08,      67,      63,       4,94.0,679,102,672,       6,9.5,      18,28.6,0,0.0,0,0.0,      39,61.9,      37,52.1,9.8
525,DISTRICT,2600,PLATTE CANYON 1,0000,All Schools,HS,      57,      52,       5,91.2,648,78,601,       7,13.5,      24,46.2,0,0.0,0,0.0,      21,40.4,      18,27.7,12.7
526,DISTRICT,2610,PARK COUNTY RE-2,0000,All Schools,All Grades,     127,     120,       7,94.5,600,103,599,      35,29.2,      45,37.5,      37,30.8,       3,2.5,      40,33.3,      40,29.4,3.9
527,DISTRICT,2610,PARK COUNTY RE-2,0000,All Schools,05,      61,      60,       1,98.4,631,88,592,       6,10.0,      28,46.7,0,0.0,0,0.0,      26,43.3,      17,25.8,17.5
528,DISTRICT,2610,PARK COUNTY RE-2,0000,All Schools,08,      41,      38,       3,92.7,557,106,581,      21,55.3,       8,21.1,0,0.0,0,0.0,       9,23.7,      10,28.6,-4.9
529,DISTRICT,2610,PARK COUNTY RE-2,0000,All Schools,HS,      25,      22,       3,88.0,592,111,632,       8,36.4,       9,40.9,0,0.0,0,0.0,       5,22.7,      13,37.1,-14.4
530,DISTRICT,2620,HOLYOKE RE-1J,0000,All Schools,All Grades,     131,     128,       3,97.7,605,92,599,      29,22.7,      58,45.3,0,0.0,0,0.0,      41,32.0,      45,33.1,-1.1
531,DISTRICT,2620,HOLYOKE RE-1J,0000,All Schools,05,      41,      41,       0,100.0,611,97,596,       8,19.5,      18,43.9,0,0.0,0,0.0,      15,36.6,      18,37.5,-0.9
532,DISTRICT,2620,HOLYOKE RE-1J,0000,All Schools,08,      46,      45,       1,97.8,592,107,598,      16,35.6,      11,24.4,0,0.0,0,0.0,      18,40.0,      18,36.7,3.3
533,DISTRICT,2620,HOLYOKE RE-1J,0000,All Schools,HS,      44,      42,       2,95.5,613,68,603,       5,11.9,      29,69.0,0,0.0,0,0.0,       8,19.0,       9,23.1,-4.1
534,DISTRICT,2630,HAXTUN RE-2J,0000,All Schools,All Grades,      74,      32,      42,43.2,548,97,610,      17,53.1,      10,31.3,0,0.0,0,0.0,       5,15.6,       7,30.4,-14.8
538,DISTRICT,2640,ASPEN 1,0000,All Schools,All Grades,     386,     241,     145,62.4,620,93,621,      47,19.5,      96,39.8,      92,38.2,       6,2.5,      98,40.7,     128,41.0,-0.3
539,DISTRICT,2640,ASPEN 1,0000,All Schools,05,     119,     107,      12,89.9,612,101,615,      23,21.5,      41,38.3,0,0.0,0,0.0,      43,40.2,      54,43.2,-3.0
540,DISTRICT,2640,ASPEN 1,0000,All Schools,08,     126,      91,      35,72.2,619,82,608,      18,19.8,      38,41.8,0,0.0,0,0.0,      35,38.5,      37,35.9,2.6
541,DISTRICT,2640,ASPEN 1,0000,All Schools,HS,     141,      43,      98,30.5,640,96,646,       6,14.0,      17,39.5,0,0.0,0,0.0,      20,46.5,      37,44.0,2.5
542,DISTRICT,2650,GRANADA RE-1,0000,All Schools,All Grades,      39,      39,       0,100.0,590,85,583,      13,33.3,      17,43.6,0,0.0,0,0.0,       9,23.1,      10,20.4,2.7
544,DISTRICT,2650,GRANADA RE-1,0000,All Schools,08,      19,      19,       0,100.0,605,103,565,       6,31.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
546,DISTRICT,2660,LAMAR RE-2,0000,All Schools,All Grades,     332,     323,       9,97.3,560,108,562,     138,42.7,     123,38.1,      59,18.3,       3,0.9,      62,19.2,      52,16.5,2.7
547,DISTRICT,2660,LAMAR RE-2,0000,All Schools,05,     123,     120,       3,97.6,588,105,574,      38,31.7,      48,40.0,0,0.0,0,0.0,      34,28.3,      30,28.6,-0.3
548,DISTRICT,2660,LAMAR RE-2,0000,All Schools,08,     110,     105,       5,95.5,515,112,542,      66,62.9,      24,22.9,0,0.0,0,0.0,      15,14.3,      15,13.8,0.5
549,DISTRICT,2660,LAMAR RE-2,0000,All Schools,HS,      99,      98,       1,99.0,574,90,572,      34,34.7,      51,52.0,0,0.0,0,0.0,      13,13.3,       7,6.9,6.4
550,DISTRICT,2670,HOLLY RE-3,0000,All Schools,All Grades,      64,      54,      10,84.4,541,83,558,      30,55.6,      21,38.9,0,0.0,0,0.0,       3,5.6,       7,9.6,-4.0
551,DISTRICT,2670,HOLLY RE-3,0000,All Schools,05,      24,      21,       3,87.5,544,75,561,      12,57.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
552,DISTRICT,2670,HOLLY RE-3,0000,All Schools,08,      22,      16,       6,72.7,506,92,532,      12,75.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
553,DISTRICT,2670,HOLLY RE-3,0000,All Schools,HS,      18,      17,       1,94.4,571,74,581,       6,35.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
554,DISTRICT,2680,WILEY RE-13 JT,0000,All Schools,All Grades,      46,      46,       0,100.0,590,98,591,      12,26.1,      20,43.5,0,0.0,0,0.0,      14,30.4,      12,26.1,4.3
556,DISTRICT,2680,WILEY RE-13 JT,0000,All Schools,08,      21,      21,       0,100.0,560,105,0,       9,42.9,       8,38.1,0,0.0,0,0.0,       4,19.0,0,0.0,0.0
558,DISTRICT,2690,PUEBLO CITY 60,0000,All Schools,All Grades,"   3,417","   3,052",     365,89.3,549,113,550,"   1,451",47.5,"   1,058",34.7,     508,16.6,      35,1.1,     543,17.8,     508,17.7,0.1
559,DISTRICT,2690,PUEBLO CITY 60,0000,All Schools,05,"   1,497","   1,448",      49,96.7,555,109,562,     652,45.0,     500,34.5,     276,19.1,      20,1.4,     296,20.4,     261,20.1,0.3
560,DISTRICT,2690,PUEBLO CITY 60,0000,All Schools,08,"   1,001",     941,      60,94.0,531,124,522,     525,55.8,     255,27.1,     150,15.9,      11,1.2,     161,17.1,     141,15.3,1.8
561,DISTRICT,2690,PUEBLO CITY 60,0000,All Schools,HS,     919,     663,     256,72.1,559,103,569,     274,41.3,     303,45.7,      82,12.4,       4,0.6,      86,13.0,     106,16.3,-3.3
562,DISTRICT,2700,PUEBLO COUNTY 70,0000,All Schools,All Grades,"   2,249","   2,187",      62,97.2,592,100,602,     658,30.1,     908,41.5,     582,26.6,      39,1.8,     621,28.4,     662,29.8,-1.4
563,DISTRICT,2700,PUEBLO COUNTY 70,0000,All Schools,05,     822,     809,      13,98.4,610,92,607,     188,23.2,     328,40.5,     273,33.7,      20,2.5,     293,36.2,     260,34.5,1.7
564,DISTRICT,2700,PUEBLO COUNTY 70,0000,All Schools,08,     769,     739,      30,96.1,582,106,594,     266,36.0,     269,36.4,     195,26.4,       9,1.2,     204,27.6,     232,29.0,-1.4
565,DISTRICT,2700,PUEBLO COUNTY 70,0000,All Schools,HS,     658,     639,      19,97.1,582,100,608,     204,31.9,     311,48.7,     114,17.8,      10,1.6,     124,19.4,     170,25.3,-5.9
566,DISTRICT,2710,MEEKER RE1,0000,All Schools,All Grades,     148,     143,       5,96.6,624,88,620,      32,22.4,      53,37.1,      54,37.8,       4,2.8,      58,40.6,      53,35.3,5.3
567,DISTRICT,2710,MEEKER RE1,0000,All Schools,05,      52,      52,       0,100.0,621,95,614,      13,25.0,      15,28.8,0,0.0,0,0.0,      24,46.2,      23,41.8,4.4
568,DISTRICT,2710,MEEKER RE1,0000,All Schools,08,      53,      52,       1,98.1,603,77,605,      14,26.9,      23,44.2,0,0.0,0,0.0,      15,28.8,      14,32.6,-3.8
569,DISTRICT,2710,MEEKER RE1,0000,All Schools,HS,      43,      39,       4,90.7,658,82,639,       5,12.8,      15,38.5,0,0.0,0,0.0,      19,48.7,      16,30.8,17.9
570,DISTRICT,2720,RANGELY RE-4,0000,All Schools,All Grades,     112,     108,       4,96.4,559,117,579,      41,38.0,      45,41.7,0,0.0,0,0.0,      22,20.4,      27,24.3,-3.9
571,DISTRICT,2720,RANGELY RE-4,0000,All Schools,05,      54,      53,       1,98.1,579,126,618,      16,30.2,      21,39.6,0,0.0,0,0.0,      16,30.2,      16,37.2,-7.0
572,DISTRICT,2720,RANGELY RE-4,0000,All Schools,08,      34,      32,       2,94.1,495,104,532,      22,68.8,       7,21.9,0,0.0,0,0.0,       3,9.4,       7,20.6,-11.2
573,DISTRICT,2720,RANGELY RE-4,0000,All Schools,HS,      24,      23,       1,95.8,605,68,577,       3,13.0,      17,73.9,0,0.0,0,0.0,       3,13.0,       4,11.8,1.2
574,DISTRICT,2730,DEL NORTE C-7,0000,All Schools,All Grades,     111,     109,       2,98.2,564,99,574,      47,43.1,      38,34.9,0,0.0,0,0.0,      24,22.0,      22,22.2,-0.2
575,DISTRICT,2730,DEL NORTE C-7,0000,All Schools,05,      37,      37,       0,100.0,574,112,535,      16,43.2,       8,21.6,0,0.0,0,0.0,      13,35.1,       7,17.9,17.2
576,DISTRICT,2730,DEL NORTE C-7,0000,All Schools,08,      41,      40,       1,97.6,547,91,591,      20,50.0,      14,35.0,0,0.0,0,0.0,       6,15.0,       5,20.8,-5.8
577,DISTRICT,2730,DEL NORTE C-7,0000,All Schools,HS,      33,      32,       1,97.0,573,95,605,      11,34.4,      16,50.0,0,0.0,0,0.0,       5,15.6,      10,27.8,-12.2
578,DISTRICT,2740,MONTE VISTA C-8,0000,All Schools,All Grades,     245,     197,      48,80.4,532,111,567,     105,53.3,      67,34.0,      22,11.2,       3,1.5,      25,12.7,      36,17.3,-4.6
579,DISTRICT,2740,MONTE VISTA C-8,0000,All Schools,05,      71,      66,       5,93.0,525,108,533,      37,56.1,      23,34.8,0,0.0,0,0.0,       6,9.1,       7,9.6,-0.5
580,DISTRICT,2740,MONTE VISTA C-8,0000,All Schools,08,      90,      70,      20,77.8,522,122,577,      41,58.6,      19,27.1,0,0.0,0,0.0,      10,14.3,      19,26.0,-11.7
581,DISTRICT,2740,MONTE VISTA C-8,0000,All Schools,HS,      84,      61,      23,72.6,552,99,596,      27,44.3,      25,41.0,0,0.0,0,0.0,       9,14.8,      10,16.1,-1.3
582,DISTRICT,2750,SARGENT RE-33J,0000,All Schools,All Grades,      74,      74,       0,100.0,609,90,601,      18,24.3,      31,41.9,0,0.0,0,0.0,      25,33.8,      34,39.1,-5.3
583,DISTRICT,2750,SARGENT RE-33J,0000,All Schools,05,      22,      22,       0,100.0,606,116,621,0,0.0,0,0.0,0,0.0,0,0.0,      10,45.5,0,0.0,0.0
584,DISTRICT,2750,SARGENT RE-33J,0000,All Schools,08,      29,      29,       0,100.0,590,91,635,      12,41.4,       8,27.6,0,0.0,0,0.0,       9,31.0,      18,52.9,-21.9
585,DISTRICT,2750,SARGENT RE-33J,0000,All Schools,HS,      23,      23,       0,100.0,636,46,525,0,0.0,0,0.0,0,0.0,0,0.0,       6,26.1,0,0.0,0.0
586,DISTRICT,2760,HAYDEN RE-1,0000,All Schools,All Grades,      81,      79,       2,97.5,570,78,602,      30,38.0,      38,48.1,0,0.0,0,0.0,      11,13.9,      22,26.2,-12.3
587,DISTRICT,2760,HAYDEN RE-1,0000,All Schools,05,      36,      35,       1,97.2,554,86,624,      15,42.9,      15,42.9,0,0.0,0,0.0,       5,14.3,       8,33.3,-19.0
588,DISTRICT,2760,HAYDEN RE-1,0000,All Schools,08,      24,      24,       0,100.0,579,76,571,       8,33.3,      13,54.2,0,0.0,0,0.0,       3,12.5,      10,26.3,-13.8
589,DISTRICT,2760,HAYDEN RE-1,0000,All Schools,HS,      21,      20,       1,95.2,586,63,633,       7,35.0,      10,50.0,0,0.0,0,0.0,       3,15.0,       4,18.2,-3.2
590,DISTRICT,2770,STEAMBOAT SPRINGS RE-2,0000,All Schools,All Grades,     619,     506,     113,81.7,679,100,652,      52,10.3,     139,27.5,     231,45.7,      84,16.6,     315,62.3,     302,52.4,9.9
591,DISTRICT,2770,STEAMBOAT SPRINGS RE-2,0000,All Schools,05,     218,     212,       6,97.2,701,89,670,      12,5.7,      44,20.8,     109,51.4,      47,22.2,     156,73.6,     130,64.7,8.9
592,DISTRICT,2770,STEAMBOAT SPRINGS RE-2,0000,All Schools,08,     210,     203,       7,96.7,676,103,659,      23,11.3,      51,25.1,      98,48.3,      31,15.3,     129,63.5,     125,57.3,6.2
593,DISTRICT,2770,STEAMBOAT SPRINGS RE-2,0000,All Schools,HS,     191,      91,     100,47.6,632,99,618,      17,18.7,      44,48.4,      24,26.4,       6,6.6,      30,33.0,      47,29.9,3.1
594,DISTRICT,2780,SOUTH ROUTT RE 3,0000,All Schools,All Grades,      69,      64,       5,92.8,607,92,619,      16,25.0,      30,46.9,0,0.0,0,0.0,      18,28.1,      23,31.9,-3.8
595,DISTRICT,2780,SOUTH ROUTT RE 3,0000,All Schools,05,      25,      23,       2,92.0,584,125,595,       9,39.1,       6,26.1,0,0.0,0,0.0,       8,34.8,       5,29.4,5.4
596,DISTRICT,2780,SOUTH ROUTT RE 3,0000,All Schools,08,      18,      18,       0,100.0,607,71,618,0,0.0,0,0.0,0,0.0,0,0.0,       5,27.8,      11,31.4,-3.6
597,DISTRICT,2780,SOUTH ROUTT RE 3,0000,All Schools,HS,      26,      23,       3,88.5,631,59,640,0,0.0,0,0.0,0,0.0,0,0.0,       5,21.7,       7,35.0,-13.3
598,DISTRICT,2790,MOUNTAIN VALLEY RE 1,0000,All Schools,All Grades,      26,      25,       1,96.2,555,101,517,       7,28.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
602,DISTRICT,2800,MOFFAT 2,0000,All Schools,All Grades,      53,      48,       5,90.6,595,89,598,      11,22.9,      23,47.9,0,0.0,0,0.0,      14,29.2,      11,23.4,5.8
603,DISTRICT,2800,MOFFAT 2,0000,All Schools,05,      24,      21,       3,87.5,625,90,575,       3,14.3,       9,42.9,0,0.0,0,0.0,       9,42.9,0,0.0,0.0
606,DISTRICT,2810,CENTER 26 JT,0000,All Schools,All Grades,     129,     125,       4,96.9,538,97,554,      61,48.8,      57,45.6,0,0.0,0,0.0,       7,5.6,      14,12.1,-6.5
607,DISTRICT,2810,CENTER 26 JT,0000,All Schools,05,      48,      48,       0,100.0,533,99,549,      24,50.0,0,0.0,0,0.0,0,0.0,0,0.0,       6,11.3,0.0
608,DISTRICT,2810,CENTER 26 JT,0000,All Schools,08,      37,      35,       2,94.6,533,108,565,      18,51.4,      13,37.1,0,0.0,0,0.0,       4,11.4,0,0.0,0.0
609,DISTRICT,2810,CENTER 26 JT,0000,All Schools,HS,      44,      42,       2,95.5,548,86,549,      19,45.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
614,DISTRICT,2830,TELLURIDE R-1,0000,All Schools,All Grades,     210,     199,      11,94.8,641,101,638,      34,17.1,      72,36.2,      82,41.2,      11,5.5,      93,46.7,     111,48.7,-2.0
615,DISTRICT,2830,TELLURIDE R-1,0000,All Schools,05,      83,      78,       5,94.0,655,100,657,      13,16.7,      19,24.4,      40,51.3,       6,7.7,      46,59.0,      53,63.1,-4.1
616,DISTRICT,2830,TELLURIDE R-1,0000,All Schools,08,      60,      56,       4,93.3,638,88,607,       9,16.1,      24,42.9,0,0.0,0,0.0,      23,41.1,      29,36.3,4.8
617,DISTRICT,2830,TELLURIDE R-1,0000,All Schools,HS,      67,      65,       2,97.0,628,111,651,      12,18.5,      29,44.6,0,0.0,0,0.0,      24,36.9,      29,45.3,-8.4
618,DISTRICT,2840,NORWOOD R-2J,0000,All Schools,All Grades,      45,      39,       6,86.7,629,60,610,       3,7.7,      21,53.8,0,0.0,0,0.0,      15,38.5,      10,22.7,15.8
622,DISTRICT,2862,JULESBURG RE-1,0000,All Schools,All Grades,     113,      26,      87,23.0,614,54,629,0,0.0,0,0.0,0,0.0,0,0.0,       5,19.2,0,0.0,0.0
625,DISTRICT,2862,JULESBURG RE-1,0000,All Schools,HS,      80,      25,      55,31.3,614,55,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
630,DISTRICT,3000,SUMMIT RE-1,0000,All Schools,All Grades,     814,     794,      20,97.5,610,116,614,     208,26.2,     278,35.0,     273,34.4,      35,4.4,     308,38.8,     282,37.4,1.4
631,DISTRICT,3000,SUMMIT RE-1,0000,All Schools,05,     297,     289,       8,97.3,609,109,617,      78,27.0,      94,32.5,     103,35.6,      14,4.8,     117,40.5,     116,42.3,-1.8
632,DISTRICT,3000,SUMMIT RE-1,0000,All Schools,08,     253,     251,       2,99.2,603,130,619,      81,32.3,      68,27.1,      89,35.5,      13,5.2,     102,40.6,     104,42.8,-2.2
633,DISTRICT,3000,SUMMIT RE-1,0000,All Schools,HS,     264,     254,      10,96.2,619,107,605,      49,19.3,     116,45.7,      81,31.9,       8,3.1,      89,35.0,      62,26.2,8.8
634,DISTRICT,3010,CRIPPLE CREEK-VICTOR RE-1,0000,All Schools,All Grades,      64,      64,       0,100.0,564,85,582,      25,39.1,      30,46.9,0,0.0,0,0.0,       9,14.1,      18,24.0,-9.9
635,DISTRICT,3010,CRIPPLE CREEK-VICTOR RE-1,0000,All Schools,05,      23,      23,       0,100.0,559,97,604,0,0.0,0,0.0,0,0.0,0,0.0,       5,21.7,0,0.0,0.0
636,DISTRICT,3010,CRIPPLE CREEK-VICTOR RE-1,0000,All Schools,08,      27,      27,       0,100.0,564,83,525,      10,37.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
638,DISTRICT,3020,WOODLAND PARK RE-2,0000,All Schools,All Grades,     479,     432,      47,90.2,616,101,617,     102,23.6,     169,39.1,     145,33.6,      16,3.7,     161,37.3,     176,35.7,1.6
639,DISTRICT,3020,WOODLAND PARK RE-2,0000,All Schools,05,     163,     159,       4,97.5,637,91,638,      28,17.6,      55,34.6,      67,42.1,       9,5.7,      76,47.8,      71,42.0,5.8
640,DISTRICT,3020,WOODLAND PARK RE-2,0000,All Schools,08,     161,     137,      24,85.1,625,94,609,      29,21.2,      51,37.2,0,0.0,0,0.0,      57,41.6,      59,34.7,6.9
641,DISTRICT,3020,WOODLAND PARK RE-2,0000,All Schools,HS,     155,     136,      19,87.7,581,109,604,      45,33.1,      63,46.3,0,0.0,0,0.0,      28,20.6,      46,29.9,-9.3
642,DISTRICT,3030,AKRON R-1,0000,All Schools,All Grades,      57,      43,      14,75.4,573,109,607,      20,46.5,      14,32.6,0,0.0,0,0.0,       9,20.9,      19,23.8,-2.9
643,DISTRICT,3030,AKRON R-1,0000,All Schools,05,      23,      21,       2,91.3,569,129,615,       9,42.9,       6,28.6,0,0.0,0,0.0,       6,28.6,       9,30.0,-1.4
644,DISTRICT,3030,AKRON R-1,0000,All Schools,08,      18,      16,       2,88.9,584,86,563,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
646,DISTRICT,3040,ARICKAREE R-2,0000,All Schools,All Grades,      29,      29,       0,100.0,585,104,598,       9,31.0,      14,48.3,0,0.0,0,0.0,       6,20.7,      10,33.3,-12.6
650,DISTRICT,3050,OTIS R-3,0000,All Schools,All Grades,      43,      40,       3,93.0,599,93,552,      12,30.0,      18,45.0,0,0.0,0,0.0,      10,25.0,       8,14.0,11.0
662,DISTRICT,3080,WELD COUNTY RE-1,0000,All Schools,All Grades,     403,     399,       4,99.0,574,103,579,     158,39.6,     157,39.3,      78,19.5,       6,1.5,      84,21.1,      82,20.0,1.1
663,DISTRICT,3080,WELD COUNTY RE-1,0000,All Schools,05,     138,     135,       3,97.8,569,90,575,      55,40.7,      53,39.3,0,0.0,0,0.0,      27,20.0,      22,16.8,3.2
664,DISTRICT,3080,WELD COUNTY RE-1,0000,All Schools,08,     142,     142,       0,100.0,592,110,571,      53,37.3,      49,34.5,0,0.0,0,0.0,      40,28.2,      31,20.7,7.5
665,DISTRICT,3080,WELD COUNTY RE-1,0000,All Schools,HS,     123,     122,       1,99.2,559,105,593,      50,41.0,      55,45.1,0,0.0,0,0.0,      17,13.9,      29,22.5,-8.6
666,DISTRICT,3085,EATON RE-2,0000,All Schools,All Grades,     450,     383,      67,85.1,612,101,620,      83,21.7,     151,39.4,     143,37.3,       6,1.6,     149,38.9,     157,37.9,1.0
667,DISTRICT,3085,EATON RE-2,0000,All Schools,05,     158,     154,       4,97.5,640,96,649,      26,16.9,      44,28.6,0,0.0,0,0.0,      84,54.5,      78,52.3,2.2
668,DISTRICT,3085,EATON RE-2,0000,All Schools,08,     163,     152,      11,93.3,599,94,607,      37,24.3,      67,44.1,0,0.0,0,0.0,      48,31.6,      49,31.6,0.0
669,DISTRICT,3085,EATON RE-2,0000,All Schools,HS,     129,      77,      52,59.7,583,113,599,      20,26.0,      40,51.9,0,0.0,0,0.0,      17,22.1,      30,27.3,-5.2
670,DISTRICT,3090,WELD COUNTY SCHOOL DISTRICT RE-3J,0000,All Schools,All Grades,     543,     504,      39,92.8,556,111,576,     213,42.3,     197,39.1,      89,17.7,       5,1.0,      94,18.7,     125,26.2,-7.5
671,DISTRICT,3090,WELD COUNTY SCHOOL DISTRICT RE-3J,0000,All Schools,05,     197,     194,       3,98.5,566,98,582,      69,35.6,      86,44.3,0,0.0,0,0.0,      39,20.1,      60,31.3,-11.2
672,DISTRICT,3090,WELD COUNTY SCHOOL DISTRICT RE-3J,0000,All Schools,08,     184,     172,      12,93.5,554,120,590,      74,43.0,      62,36.0,0,0.0,0,0.0,      36,20.9,      56,32.6,-11.7
673,DISTRICT,3090,WELD COUNTY SCHOOL DISTRICT RE-3J,0000,All Schools,HS,     162,     138,      24,85.2,542,115,545,      70,50.7,      49,35.5,0,0.0,0,0.0,      19,13.8,       9,8.0,5.8
674,DISTRICT,3100,WINDSOR RE-4,0000,All Schools,All Grades,"   1,476","   1,407",      69,95.3,618,105,622,     292,20.8,     584,41.5,     474,33.7,      57,4.1,     531,37.7,     554,40.3,-2.6
675,DISTRICT,3100,WINDSOR RE-4,0000,All Schools,05,     540,     526,      14,97.4,641,90,646,      57,10.8,     221,42.0,     216,41.1,      32,6.1,     248,47.1,     266,54.2,-7.1
676,DISTRICT,3100,WINDSOR RE-4,0000,All Schools,08,     510,     469,      41,92.0,610,100,605,     125,26.7,     176,37.5,     157,33.5,      11,2.3,     168,35.8,     171,33.9,1.9
677,DISTRICT,3100,WINDSOR RE-4,0000,All Schools,HS,     426,     412,      14,96.7,596,120,614,     110,26.7,     187,45.4,     101,24.5,      14,3.4,     115,27.9,     117,31.0,-3.1
678,DISTRICT,3110,JOHNSTOWN-MILLIKEN RE-5J,0000,All Schools,All Grades,     917,     711,     206,77.5,579,103,580,     254,35.7,     294,41.4,     150,21.1,      13,1.8,     163,22.9,     163,25.0,-2.1
679,DISTRICT,3110,JOHNSTOWN-MILLIKEN RE-5J,0000,All Schools,05,     371,     357,      14,96.2,588,96,589,     108,30.3,     152,42.6,      88,24.6,       9,2.5,      97,27.2,      82,28.3,-1.1
680,DISTRICT,3110,JOHNSTOWN-MILLIKEN RE-5J,0000,All Schools,08,     277,     251,      26,90.6,564,109,567,     112,44.6,      90,35.9,0,0.0,0,0.0,      49,19.5,      59,23.0,-3.5
681,DISTRICT,3110,JOHNSTOWN-MILLIKEN RE-5J,0000,All Schools,HS,     269,     103,     166,38.3,580,106,589,      34,33.0,      52,50.5,0,0.0,0,0.0,      17,16.5,      22,21.0,-4.5
682,DISTRICT,3120,GREELEY 6,0000,All Schools,All Grades,"   4,920","   4,720",     200,95.9,551,114,554,"   2,126",45.0,"   1,740",36.9,     795,16.8,      59,1.3,     854,18.1,     839,17.8,0.3
683,DISTRICT,3120,GREELEY 6,0000,All Schools,05,"   1,788","   1,767",      21,98.8,560,111,558,     739,41.8,     626,35.4,     371,21.0,      31,1.8,     402,22.8,     366,20.6,2.2
684,DISTRICT,3120,GREELEY 6,0000,All Schools,08,"   1,655","   1,606",      49,97.0,543,117,545,     810,50.4,     516,32.1,     260,16.2,      20,1.2,     280,17.4,     289,18.1,-0.7
685,DISTRICT,3120,GREELEY 6,0000,All Schools,HS,"   1,477","   1,347",     130,91.2,549,114,560,     577,42.8,     598,44.4,     164,12.2,       8,0.6,     172,12.8,     184,13.7,-0.9
686,DISTRICT,3130,PLATTE VALLEY RE-7,0000,All Schools,All Grades,     241,     239,       2,99.2,614,94,626,      51,21.3,     108,45.2,      72,30.1,       8,3.3,      80,33.5,      98,37.7,-4.2
687,DISTRICT,3130,PLATTE VALLEY RE-7,0000,All Schools,05,      79,      78,       1,98.7,630,86,628,      11,14.1,      36,46.2,      28,35.9,       3,3.8,      31,39.7,      37,44.6,-4.9
688,DISTRICT,3130,PLATTE VALLEY RE-7,0000,All Schools,08,      78,      78,       0,100.0,604,106,612,      23,29.5,      31,39.7,0,0.0,0,0.0,      24,30.8,      35,38.5,-7.7
689,DISTRICT,3130,PLATTE VALLEY RE-7,0000,All Schools,HS,      84,      83,       1,98.8,609,89,639,      17,20.5,      41,49.4,0,0.0,0,0.0,      25,30.1,      26,30.2,-0.1
690,DISTRICT,3140,WELD COUNTY S/D RE-8,0000,All Schools,All Grades,     513,     476,      37,92.8,522,118,521,     271,56.9,     144,30.3,0,0.0,0,0.0,      61,12.8,      65,12.9,-0.1
691,DISTRICT,3140,WELD COUNTY S/D RE-8,0000,All Schools,05,     168,     166,       2,98.8,544,96,550,      79,47.6,      64,38.6,0,0.0,0,0.0,      23,13.9,      37,19.7,-5.8
692,DISTRICT,3140,WELD COUNTY S/D RE-8,0000,All Schools,08,     198,     192,       6,97.0,511,136,495,     119,62.0,      40,20.8,0,0.0,0,0.0,      33,17.2,      18,10.1,7.1
