,level,district_code,district_name,school_code,school_name,grade,num_total_rec,num_valid_scores,num_no_scores,participation_rate,mean_scale_score_19,std_scale_score_19,mean_scale_score_18,num_pme_19,percent_pme_19,num_ae_19,percent_ae_19,num_me_19,percent_me_19,num_ee_19,percent_ee_19,num_me_or_ee_19,percent_me_or_ee_19,num_me_or_ee_18,percent_me_or_ee_18,change_in_me_or_ee
304,DISTRICT,1360,GUNNISON WATERSHED RE1J,0000,All Schools,08,     164,     161,       3,98.2,603,100,585,      47,29.2,      61,37.9,0,0.0,0,0.0,      53,32.9,      48,33.3,-0.4
305,DISTRICT,1360,GUNNISON WATERSHED RE1J,0000,All Schools,HS,     165,     111,      54,67.3,607,105,628,      26,23.4,      47,42.3,0,0.0,0,0.0,      38,34.2,      49,38.6,-4.4
310,DISTRICT,1390,HUERFANO RE-1,0000,All Schools,All Grades,     108,     100,       8,92.6,526,104,538,      55,55.0,      35,35.0,0,0.0,0,0.0,      10,10.0,      11,10.5,-0.5
311,DISTRICT,1390,HUERFANO RE-1,0000,All Schools,05,      42,      38,       4,90.5,525,109,545,      21,55.3,      11,28.9,0,0.0,0,0.0,       6,15.8,       4,12.5,3.3
312,DISTRICT,1390,HUERFANO RE-1,0000,All Schools,08,      36,      34,       2,94.4,488,97,508,      24,70.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
313,DISTRICT,1390,HUERFANO RE-1,0000,All Schools,HS,      30,      28,       2,93.3,572,88,573,      10,35.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
314,DISTRICT,1400,LA VETA RE-2,0000,All Schools,All Grades,      47,      28,      19,59.6,580,78,540,       9,32.1,      16,57.1,0,0.0,0,0.0,       3,10.7,       5,20.0,-9.3
318,DISTRICT,1410,NORTH PARK R-1,0000,All Schools,All Grades,      41,      38,       3,92.7,600,112,603,       9,23.7,      19,50.0,0,0.0,0,0.0,      10,26.3,       8,21.6,4.7
319,DISTRICT,1410,NORTH PARK R-1,0000,All Schools,05,      19,      18,       1,94.7,628,84,592,       3,16.7,      10,55.6,0,0.0,0,0.0,       5,27.8,0,0.0,0.0
322,DISTRICT,1420,JEFFERSON COUNTY R-1,0000,All Schools,All Grades,"  18,318","  15,573","   2,745",85.0,608,115,612,"   4,211",27.0,"   5,555",35.7,"   5,115",32.8,     692,4.4,"   5,807",37.3,"   6,371",39.1,-1.8
323,DISTRICT,1420,JEFFERSON COUNTY R-1,0000,All Schools,05,"   6,264","   6,138",     126,98.0,617,108,620,"   1,419",23.1,"   2,166",35.3,"   2,236",36.4,     317,5.2,"   2,553",41.6,"   2,651",42.9,-1.3
324,DISTRICT,1420,JEFFERSON COUNTY R-1,0000,All Schools,08,"   6,096","   5,534",     562,90.8,603,123,604,"   1,743",31.5,"   1,682",30.4,"   1,866",33.7,     243,4.4,"   2,109",38.1,"   2,273",39.7,-1.6
325,DISTRICT,1420,JEFFERSON COUNTY R-1,0000,All Schools,HS,"   5,958","   3,901","   2,057",65.5,602,113,611,"   1,049",26.9,"   1,707",43.8,"   1,013",26.0,     132,3.4,"   1,145",29.4,"   1,447",33.1,-3.7
326,DISTRICT,1430,EADS RE-1,0000,All Schools,All Grades,      37,      37,       0,100.0,623,89,645,       8,21.6,      14,37.8,0,0.0,0,0.0,      15,40.5,      16,45.7,-5.2
334,DISTRICT,1450,ARRIBA-FLAGLER C-20,0000,All Schools,All Grades,      30,      30,       0,100.0,583,66,582,       8,26.7,0,0.0,0,0.0,0,0.0,0,0.0,       7,20.0,0.0
338,DISTRICT,1460,HI-PLAINS R-23,0000,All Schools,All Grades,      17,      17,       0,100.0,587,73,551,       5,29.4,       9,52.9,0,0.0,0,0.0,       3,17.6,0,0.0,0.0
342,DISTRICT,1480,STRATTON R-4,0000,All Schools,All Grades,      36,      35,       1,97.2,594,81,597,      11,31.4,      17,48.6,0,0.0,0,0.0,       7,20.0,      12,27.3,-7.3
350,DISTRICT,1500,BURLINGTON RE-6J,0000,All Schools,All Grades,     165,      88,      77,53.3,539,100,531,      45,51.1,      33,37.5,0,0.0,0,0.0,      10,11.4,      15,13.8,-2.4
351,DISTRICT,1500,BURLINGTON RE-6J,0000,All Schools,05,      67,      56,      11,83.6,563,73,508,      24,42.9,      25,44.6,0,0.0,0,0.0,       7,12.5,       6,14.3,-1.8
352,DISTRICT,1500,BURLINGTON RE-6J,0000,All Schools,08,      57,      25,      32,43.9,514,123,517,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,       5,19.2,0.0
354,DISTRICT,1510,LAKE COUNTY R-1,0000,All Schools,All Grades,     235,     214,      21,91.1,531,119,531,     109,50.9,      70,32.7,0,0.0,0,0.0,      35,16.4,      19,10.2,6.2
355,DISTRICT,1510,LAKE COUNTY R-1,0000,All Schools,05,      80,      77,       3,96.3,510,124,505,      42,54.5,      22,28.6,0,0.0,0,0.0,      13,16.9,       7,10.3,6.6
356,DISTRICT,1510,LAKE COUNTY R-1,0000,All Schools,08,      74,      74,       0,100.0,528,119,537,      41,55.4,      20,27.0,0,0.0,0,0.0,      13,17.6,       7,10.9,6.7
357,DISTRICT,1510,LAKE COUNTY R-1,0000,All Schools,HS,      81,      63,      18,77.8,560,109,555,      26,41.3,      28,44.4,0,0.0,0,0.0,       9,14.3,       5,9.3,5.0
358,DISTRICT,1520,DURANGO 9-R,0000,All Schools,All Grades,"   1,106",     927,     179,83.8,617,107,629,     218,23.5,     356,38.4,     310,33.4,      43,4.6,     353,38.1,     413,43.0,-4.9
359,DISTRICT,1520,DURANGO 9-R,0000,All Schools,05,     391,     369,      22,94.4,624,102,634,      78,21.1,     130,35.2,     142,38.5,      19,5.1,     161,43.6,     185,47.3,-3.7
360,DISTRICT,1520,DURANGO 9-R,0000,All Schools,08,     375,     308,      67,82.1,596,123,615,     104,33.8,      94,30.5,      96,31.2,      14,4.5,     110,35.7,     122,39.6,-3.9
361,DISTRICT,1520,DURANGO 9-R,0000,All Schools,HS,     340,     250,      90,73.5,635,89,639,      36,14.4,     132,52.8,      72,28.8,      10,4.0,      82,32.8,     106,40.5,-7.7
362,DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,All Grades,     282,     252,      30,89.4,565,103,594,      99,39.3,     108,42.9,0,0.0,0,0.0,      45,17.9,      81,28.8,-10.9
363,DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,05,     121,     117,       4,96.7,562,99,587,      46,39.3,      50,42.7,0,0.0,0,0.0,      21,17.9,      35,27.6,-9.7
364,DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,08,      99,      98,       1,99.0,559,113,596,      44,44.9,      36,36.7,0,0.0,0,0.0,      18,18.4,      30,32.3,-13.9
365,DISTRICT,1530,BAYFIELD 10 JT-R,0000,All Schools,HS,      62,      37,      25,59.7,594,83,606,       9,24.3,      22,59.5,0,0.0,0,0.0,       6,16.2,      16,26.2,-10.0
366,DISTRICT,1540,IGNACIO 11 JT,0000,All Schools,All Grades,     177,     170,       7,96.0,581,92,534,      51,30.0,      88,51.8,0,0.0,0,0.0,      31,18.2,      23,14.8,3.4
367,DISTRICT,1540,IGNACIO 11 JT,0000,All Schools,05,      64,      63,       1,98.4,578,95,520,      21,33.3,      29,46.0,0,0.0,0,0.0,      13,20.6,       9,18.0,2.6
368,DISTRICT,1540,IGNACIO 11 JT,0000,All Schools,08,      56,      52,       4,92.9,584,98,535,      16,30.8,      26,50.0,0,0.0,0,0.0,      10,19.2,       8,14.0,5.2
369,DISTRICT,1540,IGNACIO 11 JT,0000,All Schools,HS,      57,      55,       2,96.5,581,83,547,      14,25.5,      33,60.0,0,0.0,0,0.0,       8,14.5,       6,12.5,2.0
370,DISTRICT,1550,POUDRE R-1,0000,All Schools,All Grades,"   6,549","   4,570","   1,979",69.8,632,112,628,     918,20.1,"   1,465",32.1,"   1,868",40.9,     319,7.0,"   2,187",47.9,"   2,145",47.6,0.3
371,DISTRICT,1550,POUDRE R-1,0000,All Schools,05,"   2,334","   2,285",      49,97.9,644,100,642,     334,14.6,     769,33.7,     992,43.4,     190,8.3,"   1,182",51.7,"   1,167",52.0,-0.3
372,DISTRICT,1550,POUDRE R-1,0000,All Schools,08,"   2,216","   1,833",     383,82.7,619,121,609,     470,25.6,     534,29.1,     732,39.9,      97,5.3,     829,45.2,     799,43.0,2.2
373,DISTRICT,1550,POUDRE R-1,0000,All Schools,HS,"   1,999",     452,"   1,547",22.6,624,123,636,     114,25.2,     162,35.8,     144,31.9,      32,7.1,     176,38.9,     179,44.6,-5.7
374,DISTRICT,1560,THOMPSON R2-J,0000,All Schools,All Grades,"   3,476","   2,947",     529,84.8,594,113,596,     863,29.3,"   1,183",40.1,     819,27.8,      82,2.8,     901,30.6,     822,32.7,-2.1
375,DISTRICT,1560,THOMPSON R2-J,0000,All Schools,05,"   1,196","   1,158",      38,96.8,604,103,611,     288,24.9,     460,39.7,     373,32.2,      37,3.2,     410,35.4,     420,36.9,-1.5
376,DISTRICT,1560,THOMPSON R2-J,0000,All Schools,08,"   1,131",     955,     176,84.4,578,132,579,     360,37.7,     291,30.5,     272,28.5,      32,3.4,     304,31.8,     259,30.1,1.7
377,DISTRICT,1560,THOMPSON R2-J,0000,All Schools,HS,"   1,149",     834,     315,72.6,597,101,592,     215,25.8,     432,51.8,     174,20.9,      13,1.6,     187,22.4,     143,27.6,-5.2
378,DISTRICT,1570,ESTES PARK R-3,0000,All Schools,All Grades,     244,     226,      18,92.6,595,101,597,      65,28.8,     102,45.1,      55,24.3,       4,1.8,      59,26.1,      73,36.1,-10.0
379,DISTRICT,1570,ESTES PARK R-3,0000,All Schools,05,      82,      79,       3,96.3,598,88,600,      22,27.8,      36,45.6,0,0.0,0,0.0,      21,26.6,      23,33.8,-7.2
380,DISTRICT,1570,ESTES PARK R-3,0000,All Schools,08,      93,      90,       3,96.8,575,117,603,      36,40.0,      33,36.7,0,0.0,0,0.0,      21,23.3,      35,44.3,-21.0
381,DISTRICT,1570,ESTES PARK R-3,0000,All Schools,HS,      69,      57,      12,82.6,621,85,585,       7,12.3,      33,57.9,0,0.0,0,0.0,      17,29.8,      15,27.3,2.5
382,DISTRICT,1580,TRINIDAD 1,0000,All Schools,All Grades,     213,     207,       6,97.2,567,106,557,      83,40.1,      84,40.6,      37,17.9,       3,1.4,      40,19.3,      26,12.1,7.2
383,DISTRICT,1580,TRINIDAD 1,0000,All Schools,05,      77,      77,       0,100.0,600,92,557,      22,28.6,      29,37.7,0,0.0,0,0.0,      26,33.8,0,0.0,0.0
384,DISTRICT,1580,TRINIDAD 1,0000,All Schools,08,      77,      74,       3,96.1,501,104,508,      52,70.3,      16,21.6,0,0.0,0,0.0,       6,8.1,0,0.0,0.0
385,DISTRICT,1580,TRINIDAD 1,0000,All Schools,HS,      59,      56,       3,94.9,608,84,607,       9,16.1,      39,69.6,0,0.0,0,0.0,       8,14.3,      14,20.9,-6.6
386,DISTRICT,1590,PRIMERO REORGANIZED 2,0000,All Schools,All Grades,      34,      33,       1,97.1,600,74,590,       7,21.2,      18,54.5,0,0.0,0,0.0,       8,24.2,      11,24.4,-0.2
387,DISTRICT,1590,PRIMERO REORGANIZED 2,0000,All Schools,05,      20,      20,       0,100.0,604,71,616,       3,15.0,      12,60.0,0,0.0,0,0.0,       5,25.0,       6,35.3,-10.3
390,DISTRICT,1600,HOEHNE REORGANIZED 3,0000,All Schools,All Grades,      85,      85,       0,100.0,564,98,619,      32,37.6,      42,49.4,0,0.0,0,0.0,      11,12.9,      25,31.3,-18.4
391,DISTRICT,1600,HOEHNE REORGANIZED 3,0000,All Schools,05,      28,      28,       0,100.0,583,106,631,       7,25.0,      15,53.6,0,0.0,0,0.0,       6,21.4,      10,41.7,-20.3
392,DISTRICT,1600,HOEHNE REORGANIZED 3,0000,All Schools,08,      31,      31,       0,100.0,542,72,610,      16,51.6,0,0.0,0,0.0,0,0.0,0,0.0,      11,32.4,0.0
393,DISTRICT,1600,HOEHNE REORGANIZED 3,0000,All Schools,HS,      26,      26,       0,100.0,568,114,620,       9,34.6,0,0.0,0,0.0,0,0.0,0,0.0,       4,18.2,0.0
394,DISTRICT,1620,AGUILAR REORGANIZED 6,0000,All Schools,All Grades,      29,      28,       1,96.6,523,118,577,      18,64.3,       4,14.3,0,0.0,0,0.0,       6,21.4,0,0.0,0.0
398,DISTRICT,1750,BRANSON REORGANIZED 82,0000,All Schools,All Grades,     122,      87,      35,71.3,629,85,610,      17,19.5,      37,42.5,0,0.0,0,0.0,      33,37.9,      22,27.8,10.1
399,DISTRICT,1750,BRANSON REORGANIZED 82,0000,All Schools,05,      22,      17,       5,77.3,644,93,600,0,0.0,0,0.0,0,0.0,0,0.0,       7,41.2,       4,22.2,19.0
400,DISTRICT,1750,BRANSON REORGANIZED 82,0000,All Schools,08,      56,      44,      12,78.6,627,86,607,      10,22.7,      16,36.4,0,0.0,0,0.0,      18,40.9,      11,29.7,11.2
401,DISTRICT,1750,BRANSON REORGANIZED 82,0000,All Schools,HS,      44,      26,      18,59.1,623,81,623,0,0.0,0,0.0,0,0.0,0,0.0,       8,30.8,       7,29.2,1.6
406,DISTRICT,1780,GENOA-HUGO C113,0000,All Schools,All Grades,      30,      30,       0,100.0,597,80,633,       6,20.0,      18,60.0,0,0.0,0,0.0,       6,20.0,      16,42.1,-22.1
410,DISTRICT,1790,LIMON RE-4J,0000,All Schools,All Grades,      97,      97,       0,100.0,618,89,639,      16,16.5,      46,47.4,0,0.0,0,0.0,      35,36.1,      49,45.4,-9.3
411,DISTRICT,1790,LIMON RE-4J,0000,All Schools,05,      43,      43,       0,100.0,616,100,652,       9,20.9,      16,37.2,0,0.0,0,0.0,      18,41.9,      15,51.7,-9.8
412,DISTRICT,1790,LIMON RE-4J,0000,All Schools,08,      29,      29,       0,100.0,598,82,644,0,0.0,0,0.0,0,0.0,0,0.0,       7,24.1,      23,53.5,-29.4
413,DISTRICT,1790,LIMON RE-4J,0000,All Schools,HS,      25,      25,       0,100.0,645,73,625,0,0.0,0,0.0,0,0.0,0,0.0,      10,40.0,      11,30.6,9.4
418,DISTRICT,1828,VALLEY RE-1,0000,All Schools,All Grades,     461,     452,       9,98.0,596,96,612,     116,25.7,     218,48.2,     113,25.0,       5,1.1,     118,26.1,     152,32.3,-6.2
419,DISTRICT,1828,VALLEY RE-1,0000,All Schools,05,     162,     162,       0,100.0,604,97,615,      35,21.6,      74,45.7,0,0.0,0,0.0,      53,32.7,      64,37.2,-4.5
420,DISTRICT,1828,VALLEY RE-1,0000,All Schools,08,     175,     167,       8,95.4,573,103,598,      61,36.5,      69,41.3,0,0.0,0,0.0,      37,22.2,      45,29.8,-7.6
421,DISTRICT,1828,VALLEY RE-1,0000,All Schools,HS,     124,     123,       1,99.2,616,76,623,      20,16.3,      75,61.0,0,0.0,0,0.0,      28,22.8,      43,29.1,-6.3
422,DISTRICT,1850,FRENCHMAN RE-3,0000,All Schools,All Grades,      48,      44,       4,91.7,605,93,605,       9,20.5,      21,47.7,0,0.0,0,0.0,      14,31.8,       7,28.0,3.8
423,DISTRICT,1850,FRENCHMAN RE-3,0000,All Schools,05,      19,      17,       2,89.5,631,80,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
424,DISTRICT,1850,FRENCHMAN RE-3,0000,All Schools,08,      18,      18,       0,100.0,609,111,0,       4,22.2,       7,38.9,0,0.0,0,0.0,       7,38.9,0,0.0,0.0
430,DISTRICT,1870,PLATEAU RE-5,0000,All Schools,All Grades,      29,      28,       1,96.6,623,93,639,       5,17.9,      10,35.7,0,0.0,0,0.0,      13,46.4,       7,25.9,20.5
434,DISTRICT,1980,DE BEQUE 49JT,0000,All Schools,All Grades,      38,      35,       3,92.1,563,94,557,      13,37.1,      18,51.4,0,0.0,0,0.0,       4,11.4,       8,19.0,-7.6
438,DISTRICT,1990,PLATEAU VALLEY 50,0000,All Schools,All Grades,     106,     100,       6,94.3,573,93,569,      37,37.0,      49,49.0,0,0.0,0,0.0,      14,14.0,      16,14.7,-0.7
440,DISTRICT,1990,PLATEAU VALLEY 50,0000,All Schools,08,      25,      22,       3,88.0,556,131,568,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
441,DISTRICT,1990,PLATEAU VALLEY 50,0000,All Schools,HS,      64,      63,       1,98.4,585,78,578,      18,28.6,      39,61.9,0,0.0,0,0.0,       6,9.5,       9,13.4,-3.9
442,DISTRICT,2000,MESA COUNTY VALLEY 51,0000,All Schools,All Grades,"   4,869","   4,027",     842,82.7,571,114,575,"   1,540",38.2,"   1,535",38.1,     872,21.7,      80,2.0,     952,23.6,     983,25.2,-1.6
443,DISTRICT,2000,MESA COUNTY VALLEY 51,0000,All Schools,05,"   1,683","   1,627",      56,96.7,590,100,586,     496,30.5,     675,41.5,     418,25.7,      38,2.3,     456,28.0,     483,28.7,-0.7
444,DISTRICT,2000,MESA COUNTY VALLEY 51,0000,All Schools,08,"   1,654","   1,467",     187,88.7,553,122,555,     692,47.2,     451,30.7,     302,20.6,      22,1.5,     324,22.1,     336,23.5,-1.4
445,DISTRICT,2000,MESA COUNTY VALLEY 51,0000,All Schools,HS,"   1,532",     933,     599,60.9,565,119,587,     352,37.7,     409,43.8,     152,16.3,      20,2.1,     172,18.4,     164,20.7,-2.3
446,DISTRICT,2010,CREEDE SCHOOL DISTRICT,0000,All Schools,All Grades,      17,      17,       0,100.0,578,119,618,       6,35.3,       6,35.3,0,0.0,0,0.0,       5,29.4,       4,19.0,10.4
450,DISTRICT,2020,MOFFAT COUNTY RE:NO 1,0000,All Schools,All Grades,     395,     322,      73,81.5,562,113,561,     134,41.6,     113,35.1,      68,21.1,       7,2.2,      75,23.3,      79,19.9,3.4
451,DISTRICT,2020,MOFFAT COUNTY RE:NO 1,0000,All Schools,05,     150,     145,       5,96.7,590,111,594,      48,33.1,      45,31.0,0,0.0,0,0.0,      52,35.9,      47,28.5,7.4
452,DISTRICT,2020,MOFFAT COUNTY RE:NO 1,0000,All Schools,08,     131,      99,      32,75.6,523,120,501,      54,54.5,      30,30.3,0,0.0,0,0.0,      15,15.2,      16,12.9,2.3
453,DISTRICT,2020,MOFFAT COUNTY RE:NO 1,0000,All Schools,HS,     114,      78,      36,68.4,558,92,580,      32,41.0,      38,48.7,0,0.0,0,0.0,       8,10.3,      16,14.8,-4.5
454,DISTRICT,2035,MONTEZUMA-CORTEZ RE-1,0000,All Schools,All Grades,     534,     509,      25,95.3,553,117,546,     225,44.2,     186,36.5,      92,18.1,       6,1.2,      98,19.3,      80,14.7,4.6
455,DISTRICT,2035,MONTEZUMA-CORTEZ RE-1,0000,All Schools,05,     183,     181,       2,98.9,550,113,555,      79,43.6,      61,33.7,0,0.0,0,0.0,      41,22.7,      35,16.5,6.2
456,DISTRICT,2035,MONTEZUMA-CORTEZ RE-1,0000,All Schools,08,     166,     163,       3,98.2,549,129,524,      80,49.1,      45,27.6,0,0.0,0,0.0,      38,23.3,      26,14.5,8.8
457,DISTRICT,2035,MONTEZUMA-CORTEZ RE-1,0000,All Schools,HS,     185,     165,      20,89.2,559,108,558,      66,40.0,      80,48.5,0,0.0,0,0.0,      19,11.5,      19,12.3,-0.8
458,DISTRICT,2055,DOLORES RE-4A,0000,All Schools,All Grades,     160,     147,      13,91.9,581,96,592,      50,34.0,      64,43.5,0,0.0,0,0.0,      33,22.4,      36,29.8,-7.4
459,DISTRICT,2055,DOLORES RE-4A,0000,All Schools,05,      63,      59,       4,93.7,589,95,601,      18,30.5,      27,45.8,0,0.0,0,0.0,      14,23.7,      17,35.4,-11.7
460,DISTRICT,2055,DOLORES RE-4A,0000,All Schools,08,      63,      59,       4,93.7,565,106,573,      25,42.4,      21,35.6,0,0.0,0,0.0,      13,22.0,       9,22.0,0.0
461,DISTRICT,2055,DOLORES RE-4A,0000,All Schools,HS,      34,      29,       5,85.3,597,74,603,       7,24.1,      16,55.2,0,0.0,0,0.0,       6,20.7,      10,31.3,-10.6
466,DISTRICT,2180,MONTROSE COUNTY RE-1J,0000,All Schools,All Grades,"   1,372","   1,286",      86,93.7,586,105,577,     423,32.9,     522,40.6,     317,24.7,      24,1.9,     341,26.5,     290,22.8,3.7
467,DISTRICT,2180,MONTROSE COUNTY RE-1J,0000,All Schools,05,     481,     479,       2,99.6,587,109,578,     151,31.5,     174,36.3,     142,29.6,      12,2.5,     154,32.2,     114,25.9,6.3
468,DISTRICT,2180,MONTROSE COUNTY RE-1J,0000,All Schools,08,     440,     423,      17,96.1,584,112,572,     155,36.6,     140,33.1,     121,28.6,       7,1.7,     128,30.3,     104,24.6,5.7
469,DISTRICT,2180,MONTROSE COUNTY RE-1J,0000,All Schools,HS,     451,     384,      67,85.1,587,91,581,     117,30.5,     208,54.2,      54,14.1,       5,1.3,      59,15.4,      72,17.6,-2.2
470,DISTRICT,2190,WEST END RE-2,0000,All Schools,All Grades,      65,      65,       0,100.0,569,89,557,      26,40.0,      30,46.2,0,0.0,0,0.0,       9,13.8,       7,13.5,0.3
471,DISTRICT,2190,WEST END RE-2,0000,All Schools,05,      27,      27,       0,100.0,579,78,531,      11,40.7,      11,40.7,0,0.0,0,0.0,       5,18.5,0,0.0,0.0
472,DISTRICT,2190,WEST END RE-2,0000,All Schools,08,      21,      21,       0,100.0,534,109,544,      12,57.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
473,DISTRICT,2190,WEST END RE-2,0000,All Schools,HS,      17,      17,       0,100.0,597,67,0,       3,17.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
474,DISTRICT,2395,BRUSH RE-2(J),0000,All Schools,All Grades,     321,     246,      75,76.6,552,104,554,     103,41.9,     104,42.3,0,0.0,0,0.0,      39,15.9,      45,16.8,-0.9
475,DISTRICT,2395,BRUSH RE-2(J),0000,All Schools,05,     101,      96,       5,95.0,557,94,523,      40,41.7,      38,39.6,0,0.0,0,0.0,      18,18.8,      14,12.4,6.4
476,DISTRICT,2395,BRUSH RE-2(J),0000,All Schools,08,     113,     109,       4,96.5,552,106,559,      45,41.3,      47,43.1,0,0.0,0,0.0,      17,15.6,      14,15.2,0.4
477,DISTRICT,2395,BRUSH RE-2(J),0000,All Schools,HS,     107,      41,      66,38.3,539,122,600,      18,43.9,      19,46.3,0,0.0,0,0.0,       4,9.8,      17,27.0,-17.2
478,DISTRICT,2405,FORT MORGAN RE-3,0000,All Schools,All Grades,     695,     684,      11,98.4,561,114,569,     280,40.9,     264,38.6,     130,19.0,      10,1.5,     140,20.5,     122,18.6,1.9
479,DISTRICT,2405,FORT MORGAN RE-3,0000,All Schools,05,     244,     243,       1,99.6,567,114,575,      95,39.1,      90,37.0,      53,21.8,       5,2.1,      58,23.9,      55,24.9,-1.0
480,DISTRICT,2405,FORT MORGAN RE-3,0000,All Schools,08,     232,     230,       2,99.1,572,111,560,      86,37.4,      87,37.8,0,0.0,0,0.0,      57,24.8,      36,15.9,8.9
481,DISTRICT,2405,FORT MORGAN RE-3,0000,All Schools,HS,     219,     211,       8,96.3,542,115,574,      99,46.9,      87,41.2,0,0.0,0,0.0,      25,11.8,      31,14.8,-3.0
482,DISTRICT,2505,WELDON VALLEY RE-20(J),0000,All Schools,All Grades,      44,      41,       3,93.2,572,72,567,      13,31.7,      22,53.7,0,0.0,0,0.0,       6,14.6,      13,26.0,-11.4
483,DISTRICT,2505,WELDON VALLEY RE-20(J),0000,All Schools,05,      16,      16,       0,100.0,559,47,618,       6,37.5,0,0.0,0,0.0,0,0.0,0,0.0,       8,44.4,0.0
486,DISTRICT,2515,WIGGINS RE-50(J),0000,All Schools,All Grades,     149,     142,       7,95.3,575,93,611,      49,34.5,      63,44.4,0,0.0,0,0.0,      30,21.1,      38,28.4,-7.3
487,DISTRICT,2515,WIGGINS RE-50(J),0000,All Schools,05,      67,      64,       3,95.5,579,101,599,      20,31.3,      27,42.2,0,0.0,0,0.0,      17,26.6,      13,28.3,-1.7
488,DISTRICT,2515,WIGGINS RE-50(J),0000,All Schools,08,      53,      50,       3,94.3,562,93,616,      23,46.0,      18,36.0,0,0.0,0,0.0,       9,18.0,      15,32.6,-14.6
489,DISTRICT,2515,WIGGINS RE-50(J),0000,All Schools,HS,      29,      28,       1,96.6,593,68,619,       6,21.4,      18,64.3,0,0.0,0,0.0,       4,14.3,      10,23.8,-9.5
490,DISTRICT,2520,EAST OTERO R-1,0000,All Schools,All Grades,     343,     335,       8,97.7,530,103,540,     172,51.3,     139,41.5,0,0.0,0,0.0,      24,7.2,      28,9.6,-2.4
491,DISTRICT,2520,EAST OTERO R-1,0000,All Schools,05,     123,     121,       2,98.4,498,104,526,      77,63.6,      38,31.4,0,0.0,0,0.0,       6,5.0,       8,7.3,-2.3
492,DISTRICT,2520,EAST OTERO R-1,0000,All Schools,08,     123,     121,       2,98.4,539,104,524,      58,47.9,      53,43.8,0,0.0,0,0.0,      10,8.3,       9,8.6,-0.3
493,DISTRICT,2520,EAST OTERO R-1,0000,All Schools,HS,      97,      93,       4,95.9,559,89,580,      37,39.8,      48,51.6,0,0.0,0,0.0,       8,8.6,      11,14.3,-5.7
494,DISTRICT,2530,ROCKY FORD R-2,0000,All Schools,All Grades,     158,     156,       2,98.7,565,107,547,      63,40.4,      63,40.4,0,0.0,0,0.0,      30,19.2,      30,15.9,3.3
495,DISTRICT,2530,ROCKY FORD R-2,0000,All Schools,05,      57,      57,       0,100.0,554,106,566,      26,45.6,      21,36.8,0,0.0,0,0.0,      10,17.5,      14,18.7,-1.2
496,DISTRICT,2530,ROCKY FORD R-2,0000,All Schools,08,      57,      56,       1,98.2,571,115,509,      22,39.3,      20,35.7,0,0.0,0,0.0,      14,25.0,       8,11.0,14.0
497,DISTRICT,2530,ROCKY FORD R-2,0000,All Schools,HS,      44,      43,       1,97.7,572,99,578,      15,34.9,      22,51.2,0,0.0,0,0.0,       6,14.0,       8,19.5,-5.5
498,DISTRICT,2535,MANZANOLA 3J,0000,All Schools,All Grades,      33,      33,       0,100.0,579,113,584,      15,45.5,       9,27.3,0,0.0,0,0.0,       9,27.3,       6,17.6,9.7
502,DISTRICT,2540,FOWLER R-4J,0000,All Schools,All Grades,      74,      73,       1,98.6,612,101,623,      15,20.5,      30,41.1,0,0.0,0,0.0,      28,38.4,      27,31.8,6.6
503,DISTRICT,2540,FOWLER R-4J,0000,All Schools,05,      26,      26,       0,100.0,576,105,582,       7,26.9,      14,53.8,0,0.0,0,0.0,       5,19.2,       4,17.4,1.8
504,DISTRICT,2540,FOWLER R-4J,0000,All Schools,08,      27,      26,       1,96.3,647,96,612,       4,15.4,       4,15.4,0,0.0,0,0.0,      18,69.2,       9,31.0,38.2
505,DISTRICT,2540,FOWLER R-4J,0000,All Schools,HS,      21,      21,       0,100.0,612,92,661,       4,19.0,      12,57.1,0,0.0,0,0.0,       5,23.8,      14,42.4,-18.6
506,DISTRICT,2560,CHERAW 31,0000,All Schools,All Grades,      45,      42,       3,93.3,557,98,601,      22,52.4,      12,28.6,0,0.0,0,0.0,       8,19.0,      12,27.3,-8.3
508,DISTRICT,2560,CHERAW 31,0000,All Schools,08,      18,      18,       0,100.0,544,88,0,       9,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0
510,DISTRICT,2570,SWINK 33,0000,All Schools,All Grades,      63,      63,       0,100.0,651,102,637,      10,15.9,      24,38.1,      23,36.5,       6,9.5,      29,46.0,      33,40.7,5.3
511,DISTRICT,2570,SWINK 33,0000,All Schools,05,      17,      17,       0,100.0,744,74,700,0,0.0,0,0.0,0,0.0,0,0.0,      16,94.1,      18,64.3,29.8
